sep=,
DeviceTag:,Xsens DOT
FirmwareVersion:,2.1.0
AppVersion:,2022.0.0
SyncStatus:,Un-synced
OutputRate:,60Hz
FilterProfile:,Dynamic
Measurement Mode:,Sensor fusion Mode - Orientation(Euler)
StartTime: ,2022-08-09_13:54:51_184 EDT
© Xsens Technologies B. V. 2005-2022

PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z
202,920226685,-134.200806,35.907650,93.482712
203,920243352,-135.355576,34.032429,93.498100
204,920260019,-136.048538,31.468321,93.208336
205,920276686,-136.015610,28.748304,93.016495
206,920293353,-137.321152,28.484985,94.954529
207,920310020,-144.523666,29.616791,98.244522
208,920326687,-160.218536,31.991394,99.440155
209,920343354,176.123886,35.903923,97.636696
210,920360021,167.081070,49.954563,95.798874
211,920376688,158.587753,50.469654,86.559929
212,920393355,151.247681,45.103481,75.021942
213,920410022,149.454315,40.106174,71.242027
214,920426689,150.616745,35.899765,73.961319
215,920443356,151.862427,32.404171,77.174339
216,920460023,152.294388,29.072155,80.254349
217,920476690,152.007416,25.670523,83.761581
218,920493357,152.115143,22.347733,87.990517
219,920510024,154.844940,17.982950,92.416992
220,920526691,158.260834,14.847012,96.862999
221,920543358,162.380096,12.428618,101.966415
222,920560025,165.166565,8.402619,108.085983
223,920576692,169.428360,-1.864096,116.233414
224,920593359,173.952271,-11.650244,124.307655
225,920610026,174.063751,-10.876925,127.847084
226,920626693,175.551407,-8.873742,129.835388
227,920643360,176.999786,-7.197870,132.089798
228,920660027,178.461197,-5.288023,134.213821
229,920676694,-179.936493,-3.236814,136.232925
230,920693361,-177.965378,-0.633497,138.355270
231,920710028,-175.194717,2.927193,141.043167
232,920726695,-171.859039,9.068415,143.588867
233,920743362,-169.139267,15.752776,146.279678
234,920760029,-167.079468,19.910894,148.717850
235,920776696,-165.957443,21.214828,151.289108
236,920793363,-165.240997,21.235399,153.961945
237,920810030,-165.027267,21.712191,156.387650
238,920826697,-164.981033,22.690081,158.757919
239,920843364,-164.570206,23.573450,161.286148
240,920860031,-163.854324,24.580091,164.672760
241,920876698,-163.285522,26.218134,169.690155
242,920893365,-162.744797,28.006638,174.842255
243,920910032,-162.630081,30.192080,178.439972
244,920926699,-162.140320,31.701090,-178.139481
245,920943366,-161.269104,32.344780,-174.430435
246,920960033,-160.348526,31.938101,-170.340515
247,920976700,-160.295013,30.498625,-166.732254
248,920993367,-161.476593,28.661926,-164.394989
249,921010034,-162.844437,26.841255,-162.700317
250,921026701,-163.599777,25.523281,-160.811996
251,921043368,-163.446732,24.475956,-158.334625
252,921060035,-163.278046,24.465569,-155.418121
253,921076702,-163.644241,25.492517,-152.415909
254,921093369,-163.849670,26.529507,-150.378769
255,921110036,-163.285507,27.076185,-148.820419
256,921126703,-161.726913,28.086086,-147.654526
257,921143370,-159.816132,29.822386,-146.516876
258,921160037,-158.126114,31.603962,-145.859634
259,921176704,-156.681259,33.379196,-145.488937
260,921193371,-155.373718,35.276436,-145.403305
261,921210038,-153.973343,37.111256,-145.661392
262,921226705,-152.471497,38.464790,-146.209717
263,921243372,-150.452881,39.564747,-146.837051
264,921260039,-147.805008,39.984283,-148.018097
265,921276706,-146.148056,40.243015,-147.897751
266,921293373,-144.196732,40.531410,-147.780792
267,921310040,-142.359253,41.132713,-147.734177
268,921326707,-140.956863,41.045433,-147.685883
269,921343374,-140.233398,40.344662,-148.015350
270,921360041,-140.182098,39.785717,-148.680756
271,921376708,-140.107086,39.004677,-149.262695
272,921393375,-139.425110,38.267097,-149.407867
273,921410042,-138.081024,37.634617,-148.825851
274,921426709,-136.519684,37.265335,-148.180649
275,921443376,-134.653412,36.936558,-147.576126
276,921460043,-131.355377,36.556934,-145.765381
277,921476710,-126.977768,36.402802,-143.115067
278,921493377,-121.958046,36.642853,-139.495850
279,921510044,-117.657562,36.398769,-136.419739
280,921526711,-115.291870,35.863335,-134.755432
281,921543378,-114.544128,35.089272,-134.540771
282,921560045,-114.245964,34.333065,-134.772507
283,921576712,-113.728897,33.713326,-134.944336
284,921593379,-112.598824,33.313000,-135.119537
285,921610046,-111.166435,33.142418,-135.319839
286,921626713,-110.055519,33.456032,-135.936340
287,921643380,-109.592216,34.241329,-137.135880
288,921660047,-110.152740,35.359699,-139.383850
289,921676714,-112.290138,36.977398,-143.052246
290,921693381,-115.861458,38.998688,-147.971802
291,921710048,-120.479759,41.141190,-154.196274
292,921726715,-124.821671,42.603745,-160.770782
293,921743382,-128.035995,42.803925,-166.598724
294,921760049,-129.921188,41.802925,-170.898514
295,921776716,-130.194992,39.969536,-172.794891
296,921793383,-128.702820,37.717480,-171.431610
297,921810050,-126.571304,34.714245,-167.481003
298,921826717,-125.205772,31.015684,-162.708160
299,921843384,-124.431664,26.702866,-159.036163
300,921860051,-122.915840,21.832212,-156.296692
301,921876718,-120.256981,16.336697,-153.439255
302,921893385,-116.827217,10.207747,-149.815598
303,921910052,-113.564445,3.718176,-145.429459
304,921926719,-110.996162,-2.953522,-140.569870
305,921943386,-108.416344,-9.522860,-136.095673
306,921960053,-105.785042,-15.731860,-132.569336
307,921976720,-103.666115,-21.614803,-130.167282
308,921993387,-102.315857,-27.130835,-129.073303
309,922010054,-101.332268,-32.263348,-129.529755
310,922026721,-100.199303,-37.072685,-131.633499
311,922043388,-98.534172,-41.466057,-135.023041
312,922060055,-96.106125,-45.524292,-139.582306
313,922076722,-92.980759,-49.228924,-144.971329
314,922093389,-89.413963,-52.384720,-150.935150
315,922110056,-83.801659,-54.494446,-159.055618
316,922126723,-75.049080,-54.956470,-170.130524
317,922143390,-64.227898,-54.016037,177.818527
318,922160057,-52.954048,-52.773724,166.637451
319,922176724,-42.092110,-51.147655,157.045578
320,922193391,-32.626831,-48.662109,149.161926
321,922210058,-25.797495,-45.170444,143.448517
322,922226725,-22.237543,-40.658463,140.037857
323,922243392,-21.826126,-35.156738,138.433090
324,922260059,-24.086639,-29.051029,138.488602
325,922276726,-28.037390,-22.961199,139.789642
326,922293393,-32.135685,-17.826590,141.176468
327,922310060,-34.676949,-14.845174,142.525085
328,922326727,-35.623898,-14.978889,144.360840
329,922343394,-37.068851,-17.291653,147.240005
330,922360061,-39.648617,-20.072933,151.376328
331,922376728,-42.697224,-23.451708,157.164993
332,922393395,-46.664009,-28.604952,165.876495
333,922410062,-52.630707,-33.836315,179.237762
334,922426729,-60.072628,-36.038052,-163.480225
335,922443396,-67.810356,-34.826092,-144.757629
336,922460063,-75.954590,-30.942314,-126.164345
337,922476730,-83.666008,-23.532076,-109.011749
338,922493397,-90.178169,-12.916373,-93.399040
339,922510064,-94.763962,-0.222530,-78.912704
340,922526731,-96.756157,13.490778,-65.876999
341,922543398,-96.403542,26.523077,-52.581520
342,922560065,-94.218887,38.112209,-34.775806
343,922576732,-87.297310,47.340202,-10.408037
344,922593399,-76.317116,53.704250,18.964327
345,922610066,-65.893486,57.560936,51.087132
346,922626733,-59.037075,59.289547,84.923111
347,922643400,-56.935493,59.759033,116.572632
348,922660067,-58.561886,59.348373,144.082809
349,922676734,-62.351200,59.448582,168.086456
350,922693401,-65.935326,60.648537,-169.956207
351,922710068,-66.928139,62.849380,-148.471268
352,922726735,-66.379219,64.600121,-128.960938
353,922743402,-63.265285,64.143723,-112.062164
354,922760069,-52.738365,63.504353,-92.186089
355,922776736,-47.745422,62.828724,-75.154205
356,922793403,-36.287251,59.583210,-52.171471
357,922810070,-29.687159,56.564602,-32.395355
358,922826737,-32.133888,53.857510,-19.734493
359,922843404,-31.940973,51.881210,-8.285390
360,922860071,-31.072720,50.604156,4.922379
361,922876738,-30.063925,49.117447,19.675900
362,922893405,-30.105873,47.230438,33.772331
363,922910072,-31.250132,45.329235,46.852627
364,922926739,-34.086502,44.199821,58.453415
365,922943406,-37.375526,43.819992,68.503899
366,922960073,-41.109371,43.760567,77.356087
367,922976740,-44.435162,43.848675,86.266167
368,922993407,-46.475536,44.441460,95.927956
369,923010074,-48.290070,45.186939,105.260216
370,923026741,-50.941521,46.043095,113.319992
371,923043408,-55.199032,46.985268,120.124207
372,923060075,-60.027878,48.255798,126.609688
373,923076742,-63.506969,49.677883,132.846130
374,923093409,-67.688423,50.362717,136.659363
375,923110076,-73.746475,50.304413,136.229492
376,923126743,-79.729607,50.237862,131.167877
377,923143410,-84.867119,50.956982,122.516685
378,923160077,-89.555115,52.321949,110.886208
379,923176744,-95.692055,52.382370,97.148941
380,923193411,-100.377884,47.100163,85.970284
381,923210078,-101.382477,37.765640,84.186546
382,923226745,-99.643730,29.237478,88.433571
383,923243412,-98.895798,22.008520,92.979660
384,923260079,-98.383896,15.452578,96.265381
385,923276746,-97.324036,10.204310,98.778503
386,923293413,-95.903648,7.126186,99.379402
387,923310080,-94.432175,5.874434,98.219627
388,923326747,-92.725052,4.595962,96.836700
389,923343414,-91.074928,2.949535,95.893616
390,923360081,-89.835274,1.878767,94.535660
391,923376748,-88.402847,1.643632,92.671684
392,923393415,-86.034355,2.535033,90.823135
393,923410082,-83.389061,4.955573,89.383652
394,923426749,-81.624352,8.401440,88.779022
395,923443416,-80.489937,12.191301,88.067764
396,923460083,-79.751457,16.095150,87.078568
397,923476750,-79.443909,19.891796,86.165024
398,923493417,-80.022911,23.302004,85.143791
399,923510084,-81.707886,25.837652,84.066269
400,923526751,-84.116982,26.561224,84.349937
401,923543418,-85.287994,25.588888,86.956993
402,923560085,-84.355873,23.417971,90.746323
403,923576752,-81.571136,21.286562,93.558945
404,923593419,-78.381104,20.425512,95.119537
405,923610086,-75.266121,21.019049,96.079208
406,923626753,-72.263535,22.064465,96.660667
407,923643420,-68.714180,22.867638,97.488113
408,923660087,-65.345459,23.334492,98.676109
409,923676754,-62.906193,23.888212,99.771072
410,923693421,-62.139675,24.886337,100.178276
411,923710088,-62.772221,26.004478,99.987595
412,923726755,-64.273735,27.130777,99.625275
413,923743422,-66.555138,28.307804,99.375374
414,923760089,-69.602509,29.350563,99.502739
415,923776756,-73.418915,29.986788,100.042755
416,923793423,-77.145088,30.590235,100.249657
417,923810090,-79.556450,31.840324,99.213455
418,923826757,-80.579300,33.265079,97.794724
419,923843424,-79.432510,34.525166,96.800690
420,923860091,-77.852379,35.318848,96.613167
421,923876758,-76.677483,36.271564,96.902901
422,923893425,-76.465416,37.329765,97.250961
423,923910092,-77.281387,38.263081,97.465851
424,923926759,-78.786354,39.096104,97.461174
425,923943426,-80.521744,39.660458,97.443504
426,923960093,-82.120964,39.796787,97.628044
427,923976760,-83.438080,39.577126,98.166992
428,923993427,-84.435898,39.187279,98.905693
429,924010094,-85.169952,38.890247,99.587387
430,924026761,-85.506500,38.887291,99.792175
431,924043428,-85.355057,38.889709,99.928459
432,924060095,-85.008080,38.578159,100.294464
433,924076762,-84.637177,38.198364,100.905174
434,924093429,-84.527702,37.849228,101.609802
435,924110096,-84.490265,37.313797,102.544151
436,924126763,-84.533539,36.706547,103.599197
437,924143430,-84.818321,36.095909,104.697884
438,924160097,-85.170319,35.457672,105.984459
439,924176764,-85.476036,34.665565,107.559006
440,924193431,-85.687485,33.560734,109.521507
441,924210098,-85.491631,32.229645,111.939011
442,924226765,-84.886818,30.806015,114.656120
443,924243432,-84.050919,29.148434,117.238503
444,924260099,-82.720825,26.933508,119.495430
445,924276766,-80.922905,24.167913,121.585686
446,924293433,-79.061836,21.370522,123.415771
447,924310100,-77.856819,18.688225,125.115997
448,924326767,-77.366753,16.397043,126.682487
449,924343434,-77.929359,14.326612,127.854996
450,924360101,-79.454002,12.127799,128.758377
451,924376768,-81.543701,9.544709,129.735382
452,924393435,-83.731247,6.858379,130.970398
453,924410102,-86.338951,4.304235,132.553284
454,924426769,-89.456055,1.810665,134.090942
455,924443436,-92.684067,-0.324960,134.824036
456,924460103,-95.810127,-2.220253,135.222763
457,924476770,-98.416748,-4.425946,135.737564
458,924493437,-100.546219,-7.429450,137.333176
459,924510104,-102.412979,-10.772848,139.732483
460,924526771,-104.285423,-14.206329,142.149734
461,924543438,-106.193039,-17.797817,144.537506
462,924560105,-108.547821,-21.665426,147.542709
463,924576772,-111.323433,-25.249079,151.223694
464,924593439,-113.925911,-27.958633,154.903122
465,924610106,-115.905991,-29.840414,158.202255
466,924626773,-117.652977,-30.959642,161.501831
467,924643440,-119.424873,-31.162874,165.565704
468,924660107,-121.074654,-30.455343,170.617599
469,924676774,-122.057327,-29.056082,176.510620
470,924693441,-122.288879,-27.012049,-176.515625
471,924710108,-121.620399,-24.448370,-169.032547
472,924726775,-120.143082,-21.593454,-162.261978
473,924743442,-118.204529,-18.508970,-156.986633
474,924760109,-116.278549,-15.210203,-153.458664
475,924776776,-114.699959,-11.734712,-151.637039
476,924793443,-113.634583,-8.096798,-151.052383
477,924810110,-113.061958,-4.360590,-151.205383
478,924826777,-112.788750,-0.615578,-151.929825
479,924843444,-112.596268,3.005868,-153.002762
480,924860111,-112.236305,6.391215,-153.973862
481,924876778,-111.485802,9.519930,-154.463303
482,924893445,-110.182304,12.500587,-154.744980
483,924910112,-108.140335,15.465694,-155.448517
484,924926779,-105.380203,18.377485,-157.303940
485,924943446,-102.469978,21.233393,-160.825043
486,924960113,-100.269005,23.942329,-165.885727
487,924976780,-99.458031,26.205713,-172.168991
488,924993447,-100.313225,27.838600,-179.368423
489,925010114,-102.454422,28.749022,173.108978
490,925026781,-105.102707,28.967901,165.858047
491,925043448,-107.668907,28.545212,159.499420
492,925060115,-109.597481,27.494410,154.711868
493,925076782,-110.221039,26.128006,151.936447
494,925093449,-109.511360,24.626602,150.930573
495,925110116,-108.110062,22.930397,151.034805
496,925126783,-106.620102,21.032267,151.643005
497,925143450,-105.382965,18.982260,152.369934
498,925160117,-104.540184,16.856384,152.863556
499,925176784,-104.063507,14.741735,152.894165
500,925193451,-103.813995,12.449346,152.467560
501,925210118,-103.595520,9.849446,151.852905
502,925226785,-103.355865,7.144825,151.193649
503,925243452,-103.130203,4.605785,150.446640
504,925260119,-102.939117,2.349095,149.548019
505,925276786,-102.796547,0.374838,148.496536
506,925293453,-102.714851,-1.345857,147.327530
507,925310120,-102.840576,-2.838558,146.090012
508,925326787,-103.328400,-4.143349,144.631287
509,925343454,-104.143997,-5.139490,142.815750
510,925360121,-105.066612,-5.718081,140.559204
511,925376788,-105.571342,-5.813273,137.642502
512,925393455,-105.132706,-5.386253,134.001266
513,925410122,-103.280586,-4.989402,129.453094
514,925426789,-101.467842,-4.575247,125.065994
515,925443456,-100.387123,-4.192492,121.689369
516,925460123,-100.336975,-3.875519,117.567558
517,925476790,-101.062927,-4.411741,113.504524
518,925493457,-101.811020,-4.571568,109.875900
519,925510124,-102.152794,-4.822060,107.231857
520,925526791,-102.433044,-5.339390,104.863281
521,925543458,-102.861588,-5.561521,102.494209
522,925560125,-103.703857,-5.431447,100.105438
523,925576792,-104.901451,-5.418092,97.818832
524,925593459,-106.580620,-5.637545,95.815536
525,925610126,-108.358833,-6.107284,93.782951
526,925626793,-110.272385,-6.774894,91.846283
527,925643460,-112.201897,-7.560495,90.075340
528,925660127,-114.119080,-8.093064,88.400864
529,925676794,-116.066414,-8.308756,86.915207
530,925693461,-117.843674,-8.496811,85.702240
531,925710128,-119.228821,-8.476407,84.966530
532,925726795,-120.008804,-8.293657,84.900681
533,925743462,-120.334808,-8.011514,85.344513
534,925760129,-120.404396,-7.973016,86.018700
535,925776796,-120.353333,-8.181788,86.921837
536,925793463,-120.360214,-8.490053,88.199196
537,925810130,-120.178970,-8.814501,90.061424
538,925826797,-119.841148,-8.377754,92.624908
539,925843464,-119.288918,-7.452681,95.948067
540,925860131,-118.760406,-6.347242,99.318947
541,925876798,-118.485313,-5.140116,102.632462
542,925893465,-118.358536,-3.916599,106.045929
543,925910132,-118.153671,-2.616817,109.943970
544,925926799,-117.757652,-1.215182,114.160004
545,925943466,-117.079704,0.149378,118.422256
546,925960133,-116.205139,1.551339,122.655121
547,925976800,-115.196022,2.886959,126.638199
548,925993467,-114.089859,4.175254,130.305603
549,926010134,-113.014084,5.476078,133.592270
550,926026801,-112.071304,6.734978,136.380386
551,926043468,-111.208504,7.769428,138.790512
552,926060135,-110.375885,8.663422,140.811523
553,926076802,-109.376221,9.391484,142.422531
554,926093469,-108.160103,10.043890,143.754135
555,926110136,-106.720345,10.607044,144.911423
556,926126803,-105.184547,11.270055,146.063278
557,926143470,-103.683586,12.087787,147.093567
558,926160137,-102.325737,13.016505,147.870804
559,926176804,-101.216339,13.922256,148.303101
560,926193471,-100.366203,14.716695,148.402969
561,926210138,-99.733788,15.393363,148.260590
562,926226805,-99.315376,16.014109,147.926849
563,926243472,-99.175018,16.567345,147.350510
564,926260139,-99.422615,17.001011,146.510605
565,926276806,-100.063049,17.294876,145.475769
566,926293473,-100.962364,17.377064,144.404892
567,926310140,-102.036079,17.070316,143.414337
568,926326807,-103.374275,16.392870,142.553101
569,926343474,-105.141464,15.304090,141.364166
570,926360141,-107.633408,13.797817,139.752075
571,926376808,-110.383934,12.197423,138.120102
572,926393475,-112.858887,10.697158,136.638748
573,926410142,-114.669304,9.384071,135.581055
574,926426809,-115.579590,8.266183,135.080383
575,926443476,-115.717735,7.369160,134.988708
576,926460143,-115.424637,6.652410,135.152664
577,926476810,-114.896324,6.016100,135.322479
578,926493477,-114.196442,5.475819,135.366516
579,926510144,-113.469238,5.077434,135.135559
580,926526811,-112.837120,4.891003,134.466766
581,926543478,-112.458580,4.894475,133.281830
582,926560145,-112.378296,5.052970,131.615631
583,926576812,-112.519127,5.316165,129.582932
584,926593479,-112.751053,5.669961,127.361694
585,926610146,-112.961609,6.115657,125.101730
586,926626813,-113.136406,6.577095,122.844818
587,926643480,-113.271111,6.969171,120.625008
588,926660147,-113.396278,7.250599,118.543510
589,926676814,-113.414085,7.597959,116.565140
590,926693481,-113.241951,8.182668,114.615250
591,926710148,-112.873505,8.818393,112.665451
592,926726815,-112.425766,9.355474,110.832703
593,926743482,-112.035248,9.695679,109.244698
594,926760149,-111.714394,9.916892,108.004349
595,926776816,-111.388123,10.088316,107.071091
596,926793483,-111.024361,10.220942,106.378624
597,926810150,-110.694115,10.234721,105.907921
598,926826817,-110.432709,10.190102,105.633400
599,926843484,-110.241570,10.109405,105.510689
600,926860151,-110.046783,9.930442,105.579178
601,926876818,-109.759140,9.599184,105.910942
602,926893485,-109.259132,9.123577,106.518646
