sep=,
DeviceTag:,Xsens DOT
FirmwareVersion:,2.1.0
AppVersion:,2022.0.0
SyncStatus:,Un-synced
OutputRate:,60Hz
FilterProfile:,Dynamic
Measurement Mode:,Sensor fusion Mode - Orientation(Euler)
StartTime: ,2022-08-09_13:56:04_440 EDT
© Xsens Technologies B. V. 2005-2022

PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z
102,991819333,-0.205684,-0.156633,138.667999
103,991836000,-0.207699,-0.152992,138.676605
104,991852667,-0.207869,-0.150502,138.703674
105,991869334,-0.207159,-0.147049,138.716797
106,991886001,-0.208092,-0.144831,138.712067
107,991902668,-0.207736,-0.142493,138.725357
108,991919335,-0.208118,-0.141065,138.748154
109,991936002,-0.207983,-0.137981,138.758575
110,991952669,-0.207013,-0.135613,138.759613
111,991969336,-0.206673,-0.133137,138.751190
112,991986003,-0.207218,-0.130653,138.767288
113,992002670,-0.208440,-0.127774,138.781830
114,992019337,-0.209116,-0.126917,138.809433
115,992036004,-0.211041,-0.126270,138.829453
116,992052671,-0.211389,-0.124973,138.838028
117,992069338,-0.212909,-0.122143,138.852524
118,992086005,-0.213228,-0.120869,138.863373
119,992102672,-0.137203,-0.561077,138.578201
120,992119339,-0.137105,-0.561168,138.588394
121,992136006,-0.135993,-0.561151,138.587769
122,992152673,-0.136528,-0.560782,138.572708
123,992169340,-0.136074,-0.560079,138.563812
124,992186007,-0.136753,-0.558787,138.569016
125,992202674,-0.138416,-0.558057,138.564316
126,992219341,-0.139324,-0.558869,138.548538
127,992236008,-0.138677,-0.559006,138.544525
128,992252675,-0.138001,-0.559497,138.542770
129,992269342,-0.137639,-0.559982,138.540817
130,992286009,-0.138466,-0.559429,138.546585
131,992302676,-0.137804,-0.560063,138.538406
132,992319343,-0.137427,-0.560765,138.522614
133,992336010,-0.136179,-0.559921,138.519440
134,992352677,-0.135546,-0.558930,138.509308
135,992369344,-0.136000,-0.559072,138.505966
136,992386011,-0.136776,-0.558839,138.496506
137,992402678,-0.136005,-0.557924,138.500153
138,992419345,-0.137392,-0.558663,138.484680
139,992436012,-0.137430,-0.559257,138.474976
140,992452679,-0.137550,-0.558881,138.486221
141,992469346,-0.138700,-0.560460,138.479813
142,992486013,-0.139319,-0.560296,138.495331
143,992502680,-0.139438,-0.560118,138.481049
144,992519347,-0.138423,-0.559997,138.483154
145,992536014,-0.137367,-0.560168,138.478836
146,992552681,-0.137506,-0.560267,138.475449
147,992569348,-0.136419,-0.559417,138.483551
148,992586015,-0.135755,-0.559493,138.491364
149,992602682,-0.136228,-0.559174,138.487473
150,992619349,-0.136256,-0.559394,138.486176
151,992636016,-0.136798,-0.561250,138.467545
152,992652683,-0.136232,-0.561065,138.469452
153,992669350,-0.136800,-0.560939,138.469681
154,992686017,-0.137106,-0.561768,138.449371
155,992702684,-0.136502,-0.561342,138.446716
156,992719351,-0.137430,-0.561934,138.441162
157,992736018,-0.138647,-0.562069,138.434464
158,992752685,-0.139236,-0.561802,138.428040
159,992769352,-0.137310,-0.563424,138.423920
160,992786019,-0.136846,-0.563674,138.420685
161,992802686,-0.138914,-0.564673,138.420120
162,992819353,-0.138733,-0.564036,138.420761
163,992836020,-0.138166,-0.564430,138.418167
164,992852687,-0.138097,-0.564888,138.416000
165,992869354,-0.138136,-0.563827,138.413986
166,992886021,-0.138931,-0.562737,138.414932
