PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z
0, 4173867188, 2.3644704818725586, 83.25651550292969, 45.878482818603516, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1, 4173883855, 2.065467357635498, 83.16961669921875, 45.53404235839844, -9.746644020080566, 0.022447558119893074, 1.17215096950531, 1.9233407974243164, -2.122281074523926, -0.15001358091831207
2, 4173900522, 1.7826216220855713, 83.10803985595703, 45.258636474609375, -9.726924896240234, 0.03844980150461197, 1.1687768697738647, 0.5105315446853638, -2.181126356124878, -0.5596887469291687
3, 4173917189, 1.6344622373580933, 83.07669067382812, 45.129364013671875, -9.734591484069824, 0.06655564904212952, 1.1404706239700317, -0.6411243081092834, -1.510701060295105, -0.7206901907920837
4, 4173933856, 1.717026948928833, 83.0532455444336, 45.2196159362793, -9.697929382324219, 0.01088645588606596, 1.1210187673568726, 0.038732804358005524, -2.27864670753479, -0.3062894940376282
5, 4173950523, 1.693515419960022, 83.06929779052734, 45.201255798339844, -9.70958137512207, 0.05963980779051781, 1.176872730255127, 0.661313533782959, -0.6260769367218018, -0.6446077227592468
6, 4173967190, 1.7731258869171143, 83.09410858154297, 45.24594497680664, -9.687828063964844, 0.07516752928495407, 1.1895257234573364, 2.604113817214966, 0.437919557094574, -0.5457042455673218
7, 4173983857, 1.8759385347366333, 83.11564636230469, 45.294857025146484, -9.699418067932129, 0.02426409162580967, 1.196256160736084, 3.494295597076416, 0.6958265900611877, -0.7826599478721619
8, 4174000524, 1.9871571063995361, 83.14545440673828, 45.36659622192383, -9.745342254638672, 0.016366686671972275, 1.328654408454895, 2.8602404594421387, 1.5006543397903442, -0.37731343507766724
9, 4174017191, 2.0201575756073, 83.1517562866211, 45.37106704711914, -9.73598575592041, 0.025506697595119476, 1.3289878368377686, 2.080423593521118, 1.0537513494491577, -0.5756070613861084
10, 4174033858, 2.003450632095337, 83.1486587524414, 45.331024169921875, -9.724564552307129, 0.08330889791250229, 1.2148942947387695, 1.3128750324249268, 0.992870032787323, -0.7424353957176208
11, 4174050525, 2.036520481109619, 83.14608764648438, 45.353965759277344, -9.67602825164795, 0.13876961171627045, 0.9346295595169067, 1.1535383462905884, 0.8111477494239807, -0.5661047101020813
12, 4174067192, 2.1155338287353516, 83.14207458496094, 45.4264030456543, -9.749990463256836, -0.03211546689271927, 1.1064332723617554, 1.1112134456634521, -0.4083816707134247, -0.5472793579101562
13, 4174083859, 2.1219470500946045, 83.13904571533203, 45.425636291503906, -9.706024169921875, 0.055590659379959106, 1.0539758205413818, 0.6582527756690979, -0.5885926485061646, -0.6798378229141235
14, 4174100526, 2.1104161739349365, 83.15106201171875, 45.421974182128906, -9.838704109191895, 0.01430125255137682, 1.282241940498352, -0.36152321100234985, 0.046506259590387344, -0.7284635305404663
15, 4174117193, 1.9572199583053589, 83.14625549316406, 45.31248474121094, -9.630252838134766, 0.13462765514850616, 0.9615130424499512, -1.5007377862930298, -0.6690806150436401, -1.4785443544387817
16, 4174133860, 1.7497897148132324, 83.15986633300781, 45.1311149597168, -9.700189590454102, 0.021485112607479095, 0.9727287888526917, -2.4177749156951904, 0.043407123535871506, -1.9806174039840698
17, 4174150527, 1.4534122943878174, 83.1753921508789, 44.91178512573242, -9.767906188964844, -0.017133967950940132, 1.298710584640503, -3.103299379348755, -0.10693304240703583, -2.466285467147827
18, 4174167194, 1.1318005323410034, 83.1826400756836, 44.644630432128906, -9.693631172180176, 0.0690484270453453, 1.2346727848052979, -2.7683358192443848, -0.2608397305011749, -2.5645740032196045
19, 4174183861, 0.8813971281051636, 83.18905639648438, 44.4313850402832, -9.689225196838379, 0.028495749458670616, 1.1095824241638184, -2.034634590148926, -0.1114920899271965, -2.1911280155181885
20, 4174200528, 0.7158856987953186, 83.20742797851562, 44.30297088623047, -9.669346809387207, 0.08714235574007034, 1.1054177284240723, -2.239074945449829, 0.5869341492652893, -1.559557318687439
21, 4174217195, 0.5588913559913635, 83.22897338867188, 44.159912109375, -9.67797565460205, 0.0976671352982521, 1.152763843536377, -1.01806640625, 0.7488193511962891, -1.7106338739395142
22, 4174233862, 0.3645951747894287, 83.23207092285156, 43.977142333984375, -9.742429733276367, 0.010044856928288937, 1.1483227014541626, -0.7098431587219238, -0.30881232023239136, -2.063717842102051
23, 4174250529, 0.13299207389354706, 83.2170181274414, 43.77699661254883, -9.793434143066406, 0.012739740312099457, 1.1707563400268555, -2.0237748622894287, -1.3736090660095215, -2.1365599632263184
24, 4174267196, -0.1247810497879982, 83.19583129882812, 43.56538009643555, -9.768414497375488, 0.05378299579024315, 1.1278252601623535, -3.3398447036743164, -1.707790732383728, -2.1572039127349854
25, 4174283863, -0.3763926923274994, 83.17881774902344, 43.3775634765625, -9.772168159484863, -0.01617150567471981, 1.2793508768081665, -4.438155651092529, -1.4546093940734863, -2.0105717182159424
26, 4174300530, -0.6057310104370117, 83.16695404052734, 43.20185470581055, -9.677677154541016, 0.10087550431489944, 1.1594395637512207, -3.1797401905059814, -1.0310777425765991, -1.971524953842163
27, 4174317197, -0.7989119291305542, 83.1690444946289, 43.043312072753906, -9.695904731750488, 0.06695105880498886, 1.215761423110962, -2.6739017963409424, -0.18742091953754425, -1.8236240148544312
28, 4174333864, -0.9703963398933411, 83.1863784790039, 42.90670394897461, -9.67559814453125, 0.07739091664552689, 1.2032718658447266, -2.4056599140167236, 0.7596534490585327, -1.7100958824157715
29, 4174350531, -0.9725361466407776, 83.18468475341797, 42.91661834716797, -9.775965690612793, 0.11120108515024185, 1.1602264642715454, -0.27716782689094543, -0.36060118675231934, -0.7962731719017029
30, 4174367198, -1.108054280281067, 83.22595977783203, 42.81568908691406, -9.686689376831055, -0.049194563180208206, 1.205521821975708, -1.517181158065796, 2.2165040969848633, -1.5997182130813599
31, 4174383865, -1.1558949947357178, 83.28279876708984, 42.77522659301758, -9.690728187561035, 0.11862219870090485, 1.1730296611785889, -0.04821590334177017, 3.185713768005371, -1.0735946893692017
32, 4174400532, -1.1582812070846558, 83.34439086914062, 42.75341796875, -9.710692405700684, 0.08790943026542664, 1.1072272062301636, 1.2076834440231323, 3.46211314201355, -0.933890163898468
33, 4174417199, -1.0237274169921875, 83.3708724975586, 42.84283447265625, -9.744820594787598, 0.10176631808280945, 1.108300805091858, 3.3631973266601562, 1.3242214918136597, -0.2902047038078308
34, 4174433866, -1.0274920463562012, 83.43058013916016, 42.8023796081543, -9.673975944519043, -0.004726811777800322, 1.1866393089294434, 1.797851800918579, 3.3234596252441406, -1.0620306730270386
35, 4174450533, -1.014288067817688, 83.48004150390625, 42.784488677978516, -9.738611221313477, 0.04861881211400032, 1.1486300230026245, 1.0345673561096191, 2.727630853652954, -0.8392001390457153
36, 4174467200, -0.9643816351890564, 83.51892852783203, 42.80443572998047, -9.743962287902832, -0.0025027552619576454, 1.0860096216201782, 1.2817682027816772, 2.104102611541748, -0.6266787052154541
37, 4174483867, -0.9803432822227478, 83.5426025390625, 42.76062774658203, -9.748788833618164, -0.010061508044600487, 1.082371711730957, 1.4026987552642822, 1.18186616897583, -1.0838398933410645
38, 4174500534, -0.9947307109832764, 83.54436492919922, 42.70685958862305, -9.766231536865234, -0.007226142566651106, 1.064756989479065, 1.6534470319747925, -0.1518705040216446, -1.101871132850647
39, 4174517201, -1.0235224962234497, 83.5413589477539, 42.63052749633789, -9.741215705871582, -0.012602392584085464, 1.0713536739349365, 0.6882068514823914, -0.44642940163612366, -1.0768731832504272
