PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z
0, 270889132, -0.22972717881202698, 0.1927340030670166, 23.384424209594727, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1, 270905799, -0.21204042434692383, 0.16651679575443268, 23.384475708007812, 0.00424495805054903, -0.02086716890335083, 9.799176216125488, -0.016232047230005264, -0.20828886330127716, -0.47449442744255066
2, 270922466, -0.1936713308095932, 0.13131606578826904, 23.4105224609375, -0.008643384091556072, -0.024557486176490784, 9.80180835723877, -0.13941632211208344, -0.14729222655296326, -0.4045845866203308
3, 270939133, -0.18084017932415009, 0.10754136741161346, 23.39921760559082, -0.029825568199157715, -0.020902931690216064, 9.798990249633789, -0.13293631374835968, -0.22117207944393158, -0.5044100880622864
4, 270955800, -0.17172960937023163, 0.10107197612524033, 23.42523956298828, -0.048224739730358124, -0.03150948882102966, 9.798783302307129, -0.16896697878837585, -0.19428513944149017, -0.44188305735588074
5, 270972467, -0.16649825870990753, 0.10720619559288025, 23.434558868408203, -0.04215284809470177, -0.05851049721240997, 9.783876419067383, -0.0745009332895279, -0.14844480156898499, -0.4381372034549713
6, 270989134, -0.16968820989131927, 0.11362022161483765, 23.431140899658203, -0.04148758202791214, -0.050485316663980484, 9.787635803222656, -0.08734571188688278, -0.3183082342147827, -0.4637371301651001
7, 271005801, -0.17536771297454834, 0.12119302153587341, 23.43462371826172, -0.034653447568416595, -0.05444060266017914, 9.79495620727539, -0.11026906967163086, -0.27139854431152344, -0.479155957698822
8, 271022468, -0.18206816911697388, 0.12747254967689514, 23.44577980041504, -0.02445768192410469, -0.04755998030304909, 9.775845527648926, -0.1098528653383255, -0.2778721749782562, -0.5038146376609802
9, 271039135, -0.18644748628139496, 0.13050886988639832, 23.45293617248535, -0.027297185733914375, -0.04090425744652748, 9.777737617492676, -0.002221901435405016, -0.34508630633354187, -0.42673957347869873
10, 271055802, -0.19146323204040527, 0.1328800469636917, 23.463031768798828, -0.025315972045063972, -0.02016623318195343, 9.810927391052246, -0.10804076492786407, -0.32016512751579285, -0.4547470510005951
11, 271072469, -0.19457882642745972, 0.13559427857398987, 23.464496612548828, -0.015231234021484852, -0.021529074758291245, 9.78898811340332, -0.13307717442512512, -0.2444411814212799, -0.45683449506759644
12, 271089136, -0.19690433144569397, 0.1361796259880066, 23.4732666015625, -0.024497197940945625, -0.03344857692718506, 9.789737701416016, -0.1671292632818222, -0.2941938638687134, -0.3873344361782074
13, 271105803, -0.19798694550991058, 0.13668997585773468, 23.474206924438477, -0.020809950307011604, -0.033416081219911575, 9.790672302246094, -0.11340662091970444, -0.2795946002006531, -0.4446812570095062
14, 271122470, -0.19867271184921265, 0.13735592365264893, 23.47733497619629, -0.020062662661075592, -0.027383336797356606, 9.800810813903809, -0.1058252677321434, -0.24295565485954285, -0.4781314432621002
15, 271139137, -0.1991332620382309, 0.1387050747871399, 23.4786319732666, -0.030548125505447388, -0.04813958331942558, 9.787717819213867, -0.1163392961025238, -0.18290668725967407, -0.505754828453064
16, 271155804, -0.19996973872184753, 0.13883942365646362, 23.48203468322754, -0.02948925457894802, -0.03831157088279724, 9.781423568725586, -0.11528915166854858, -0.2604363262653351, -0.4667337238788605
17, 271172471, -0.20026898384094238, 0.139860138297081, 23.487655639648438, -0.038615886121988297, -0.03639506176114082, 9.78781509399414, -0.08386238664388657, -0.21086296439170837, -0.4696792960166931
18, 271189138, -0.20113824307918549, 0.14029604196548462, 23.48682975769043, -0.0356905497610569, -0.039781730622053146, 9.791455268859863, -0.12343400716781616, -0.25982165336608887, -0.4749554991722107
19, 271205805, -0.20041729509830475, 0.14078949391841888, 23.48528289794922, -0.03165300935506821, -0.03674910590052605, 9.777776718139648, -0.027668118476867676, -0.26358669996261597, -0.41320326924324036
20, 271222472, -0.19989031553268433, 0.1409800797700882, 23.48560905456543, -0.018871646374464035, -0.029639605432748795, 9.809032440185547, -0.042011234909296036, -0.28060635924339294, -0.4248058497905731
