PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z
0, 2658894778, -1.9802261590957642, -0.5142307281494141, 158.2589569091797, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1, 2658911445, -1.9821826219558716, -0.5313354730606079, 158.2480926513672, 0.10212217271327972, -0.33897796273231506, 9.784635543823242, -0.10940464586019516, -0.30208897590637207, -0.4714145362377167
2, 2658928112, -1.984626293182373, -0.5474618077278137, 158.2770233154297, 0.08348673582077026, -0.34287211298942566, 9.769622802734375, -0.15098685026168823, -0.23361341655254364, -0.447441041469574
3, 2658944779, -1.9884566068649292, -0.549882173538208, 158.2992706298828, 0.07473200559616089, -0.3265756666660309, 9.788387298583984, -0.16192349791526794, -0.333259642124176, -0.4207398593425751
4, 2658961446, -1.9838931560516357, -0.5433315634727478, 158.2892608642578, 0.09629657119512558, -0.3471384346485138, 9.796672821044922, -0.037855565547943115, -0.2951478958129883, -0.49873045086860657
5, 2658978113, -1.9819984436035156, -0.5412020683288574, 158.2906951904297, 0.08620447665452957, -0.3321867287158966, 9.793493270874023, 0.030485516414046288, -0.31136077642440796, -0.5072851181030273
6, 2658994780, -1.982994556427002, -0.539995551109314, 158.3053741455078, 0.10023066401481628, -0.32397526502609253, 9.785829544067383, -0.24273152649402618, -0.37613528966903687, -0.4697112739086151
7, 2659011447, -1.9800711870193481, -0.5390377044677734, 158.30763244628906, 0.09172971546649933, -0.33341339230537415, 9.786012649536133, -0.11232449114322662, -0.24241138994693756, -0.45219218730926514
8, 2659028114, -1.9771496057510376, -0.5394213795661926, 158.30868530273438, 0.09678647667169571, -0.34182462096214294, 9.79310417175293, -0.08185818791389465, -0.31481847167015076, -0.5645807385444641
9, 2659044781, -1.9751760959625244, -0.5393452644348145, 158.32281494140625, 0.07905206084251404, -0.3428831696510315, 9.780855178833008, -0.06471048295497894, -0.25934138894081116, -0.42597758769989014
