sep=,
DeviceTag:,Xsens DOT
FirmwareVersion:,2.1.0
AppVersion:,2022.0.0
SyncStatus:,Un-synced
OutputRate:,60Hz
FilterProfile:,Dynamic
Measurement Mode:,Sensor fusion Mode - Orientation(Euler)
StartTime: ,2022-08-09_13:54:08_086 EDT
© Xsens Technologies B. V. 2005-2022

PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z
552,882980897,-179.720520,-0.500537,-136.425034
553,882997564,-179.721313,-0.500472,-136.425385
554,883014231,-179.721207,-0.502252,-136.426025
555,883030898,-179.719299,-0.503430,-136.427689
556,883047565,-179.720245,-0.504958,-136.428452
557,883064232,-179.720703,-0.506099,-136.426422
558,883080899,-179.720886,-0.507378,-136.424088
559,883097566,-179.721405,-0.508666,-136.423431
560,883114233,-179.720352,-0.509556,-136.425537
561,883130900,-179.719803,-0.511515,-136.425949
562,883147567,-179.720078,-0.512242,-136.426117
563,883164234,-179.720047,-0.513008,-136.426193
564,883180901,-179.720703,-0.513352,-136.426712
565,883197568,-179.721771,-0.513930,-136.426331
566,883214235,-179.721542,-0.514031,-136.426758
567,883230902,-179.720673,-0.512929,-136.426758
568,883247569,-179.719925,-0.513451,-136.428741
569,883264236,-179.720413,-0.513714,-136.429581
570,883280903,-179.722031,-0.513719,-136.430237
571,883297570,-179.720383,-0.514299,-136.430038
572,883314237,-179.721466,-0.514435,-136.429153
573,883330904,-179.720856,-0.515084,-136.429901
574,883347571,-179.720963,-0.516143,-136.429352
575,883364238,-179.722183,-0.516460,-136.429565
576,883380905,-179.721069,-0.517024,-136.430008
577,883397572,-179.720642,-0.516810,-136.428574
578,883414239,-179.720078,-0.518216,-136.428436
579,883430906,-179.719254,-0.518651,-136.428452
580,883447573,-179.719818,-0.518746,-136.428101
581,883464240,-179.719498,-0.520068,-136.427292
582,883480907,-179.720383,-0.520305,-136.426682
583,883497574,-179.720047,-0.520508,-136.429184
584,883514241,-179.719559,-0.520725,-136.427933
585,883530908,-179.719330,-0.521333,-136.427078
586,883547575,-179.720032,-0.521333,-136.428711
587,883564242,-179.720169,-0.521394,-136.428604
588,883580909,-179.720291,-0.521845,-136.429291
589,883597576,-179.721710,-0.523147,-136.429840
590,883614243,-179.721390,-0.522937,-136.428864
591,883630910,-179.720779,-0.524026,-136.429565
592,883647577,-179.721069,-0.525198,-136.430542
593,883664244,-179.720856,-0.526750,-136.428757
594,883680911,-179.720490,-0.526898,-136.428345
595,883697578,-179.720367,-0.527439,-136.428284
596,883714245,-179.720581,-0.529158,-136.428284
597,883730912,-179.721436,-0.528936,-136.428299
598,883747579,-179.723282,-0.528787,-136.429718
599,883764246,-179.743423,-0.534530,-136.431259
600,883780913,-179.743103,-0.534840,-136.432816
601,883797580,-179.743347,-0.535880,-136.432587
602,883814247,-179.744278,-0.536456,-136.432831
603,883830914,-179.744934,-0.536541,-136.431839
604,883847581,-179.746307,-0.536012,-136.432373
605,883864248,-179.746414,-0.537143,-136.433334
606,883880915,-179.747238,-0.537842,-136.434540
607,883897582,-179.748093,-0.539406,-136.435333
608,883914249,-179.748718,-0.541367,-136.435638
609,883930916,-179.749084,-0.542700,-136.436066
610,883947583,-179.748383,-0.544300,-136.435974
611,883964250,-179.748566,-0.544146,-136.437317
612,883980917,-179.748398,-0.545777,-136.437668
613,883997584,-179.748505,-0.546606,-136.437729
614,884014251,-179.749237,-0.548273,-136.437469
615,884030918,-179.750229,-0.547776,-136.438461
616,884047585,-179.750061,-0.548699,-136.439911
617,884064252,-179.750412,-0.549331,-136.440125
618,884080919,-179.748627,-0.550392,-136.440369
619,884097586,-179.749161,-0.551577,-136.441711
620,884114253,-179.750183,-0.551692,-136.441406
621,884130920,-179.750641,-0.552082,-136.442215
622,884147587,-179.750671,-0.552826,-136.442886
623,884164254,-179.750839,-0.553341,-136.442780
624,884180921,-179.748795,-0.554565,-136.443008
625,884197588,-179.748032,-0.555490,-136.444000
626,884214255,-179.747955,-0.555318,-136.444153
627,884230922,-179.748383,-0.556514,-136.442764
628,884247589,-179.748199,-0.557827,-136.441635
629,884264256,-179.748444,-0.559030,-136.441956
630,884280923,-179.748199,-0.560689,-136.442322
631,884297590,-179.749939,-0.562161,-136.442337
632,884314257,-179.747849,-0.562037,-136.441696
633,884330924,-179.730362,-0.555622,-135.037689
634,884347591,-179.774109,-0.572854,-131.903671
635,884364258,179.959946,-0.579900,-134.080643
636,884380925,179.304626,-0.526500,-136.926605
637,884397592,179.251373,-0.570529,-139.801010
638,884414259,179.181183,-0.555666,-142.589676
639,884430926,179.089508,-0.553383,-145.512512
640,884447593,179.075775,-0.706634,-149.044754
641,884464260,179.045242,-1.180811,-153.118042
642,884480927,179.104294,-1.961305,-157.861603
643,884497594,178.916458,-2.977961,-162.171326
644,884514261,178.801849,-4.555382,-166.927048
645,884530928,178.875122,-6.788128,-172.716614
646,884547595,179.225494,-8.954488,-178.542862
647,884564262,179.336105,-10.183165,178.838531
648,884580929,179.460251,-10.883060,177.236343
649,884597596,179.324265,-12.672828,173.811493
650,884614263,179.418884,-14.555629,167.985077
651,884630930,-179.006989,-16.069483,160.145721
652,884647597,-178.491287,-17.972414,155.023956
653,884664264,-178.627090,-20.195541,152.927109
654,884680931,-179.146576,-23.149820,152.822952
655,884697598,179.229568,-26.887207,152.355011
656,884714265,176.967041,-31.363598,150.834732
657,884730932,172.883331,-36.383183,150.652954
658,884747599,166.560593,-41.884773,151.849182
659,884764266,158.137100,-47.728062,154.342438
660,884780933,149.844147,-53.451061,157.270142
661,884797600,140.968430,-58.382141,161.300827
662,884814267,127.239403,-63.016178,169.893997
663,884830934,108.682549,-65.586922,-177.530716
664,884847601,89.996140,-67.444870,-165.766312
665,884864268,73.383995,-68.724884,-156.096664
666,884880935,60.898140,-70.262444,-149.227890
667,884897602,51.160595,-72.640694,-143.425629
668,884914269,40.919312,-74.823570,-136.417068
669,884930936,30.885761,-76.460442,-128.619720
670,884947603,18.903343,-77.853584,-117.841515
671,884964270,6.097691,-78.390434,-105.026184
672,884980937,-3.995673,-78.103439,-93.142632
673,884997604,0.318586,-77.184105,-92.039497
674,885014271,5.295805,-77.231400,-88.069733
675,885030938,17.505644,-77.820580,-89.279427
676,885047605,34.449760,-79.077499,-94.744408
677,885064272,46.791698,-81.256660,-96.067307
678,885080939,41.248726,-85.436920,-81.376183
679,885097606,-71.858536,-87.260765,39.541065
680,885114273,-99.816040,-80.576317,74.574272
681,885130940,-99.339439,-73.557343,80.941406
682,885147607,-94.384285,-67.521790,82.368240
683,885164274,-89.452583,-62.302574,83.586121
684,885180941,-84.723351,-58.104366,84.628372
685,885197608,-80.455383,-54.533279,84.781715
686,885214275,-78.416557,-51.935452,84.166924
687,885230942,-77.634048,-52.922955,81.982948
688,885247609,-77.667328,-56.823410,77.922401
689,885264276,-78.711739,-62.069256,72.265633
690,885280943,-79.069916,-67.864159,63.537659
691,885297610,-71.974724,-75.119476,46.670990
692,885314277,-45.367886,-81.242516,9.975655
693,885330944,4.798355,-80.962845,-51.622509
694,885347611,25.365971,-75.592842,-84.415558
695,885364278,29.076355,-70.963799,-99.733055
696,885380945,29.610151,-68.546188,-110.679260
697,885397612,29.517164,-69.016495,-118.973717
698,885414279,30.886219,-72.151268,-124.863892
699,885430946,30.879683,-76.080727,-127.038979
700,885447613,33.821247,-78.778137,-129.543427
701,885464280,37.235069,-80.096466,-130.882095
702,885480947,40.045269,-80.771294,-129.677948
703,885497614,42.299614,-81.451210,-125.251846
704,885514281,44.845116,-82.227615,-118.398582
705,885530948,52.567425,-82.766037,-115.434662
706,885547615,64.323586,-84.337769,-116.689018
707,885564282,92.118553,-87.339645,-134.315842
708,885580949,-145.288132,-86.938484,112.977425
709,885597616,-117.070686,-81.471977,93.887077
710,885614283,-105.719803,-75.569908,90.721115
711,885630950,-98.068810,-70.480354,90.155251
712,885647617,-91.532722,-66.818542,89.883423
713,885664284,-85.720070,-64.125092,88.977089
714,885680951,-81.409309,-62.309303,87.682518
715,885697618,-79.289375,-61.326843,86.503975
716,885714285,-78.952820,-61.447060,84.964500
717,885730952,-80.213089,-62.531475,82.559608
718,885747619,-81.692490,-65.158440,77.889801
719,885764286,-82.245583,-69.661903,69.784752
720,885780953,-79.238098,-74.965332,56.861401
721,885797620,-68.996834,-80.063522,36.159428
722,885814287,-46.263569,-83.207977,2.059846
723,885830954,-7.828247,-82.874321,-48.462254
724,885847621,14.978941,-79.362297,-83.359100
725,885864288,24.950911,-75.810890,-103.392189
726,885880955,28.905668,-74.943314,-114.336739
727,885897622,26.557928,-76.941849,-117.351173
728,885914289,24.662834,-79.393425,-118.671944
729,885930956,26.966057,-81.111710,-121.860374
730,885947623,28.743315,-82.380089,-122.768280
731,885964290,29.346169,-82.999634,-120.698364
732,885980957,30.249611,-83.354385,-116.573135
733,885997624,29.025471,-83.737282,-107.522263
734,886014291,24.994720,-83.874458,-95.046021
735,886030958,21.219032,-83.894371,-83.286491
736,886047625,19.482428,-84.511955,-73.501190
737,886064292,4.875671,-86.150101,-51.108498
738,886080959,-54.113438,-86.620209,15.519918
739,886097626,-89.183548,-82.585236,58.306698
740,886114293,-93.929016,-76.810318,70.982918
741,886130960,-92.560547,-70.459038,77.136703
742,886147627,-89.425743,-64.457932,80.666565
743,886164294,-85.590309,-59.642361,82.847649
744,886180961,-83.148598,-55.962158,84.402763
745,886197628,-82.777451,-53.551773,85.234413
746,886214295,-84.071976,-53.040016,85.303467
747,886230962,-87.057419,-54.678741,84.183304
748,886247629,-92.349312,-58.343990,82.261635
749,886264296,-98.786263,-62.994385,79.234245
750,886280963,-104.200981,-69.035522,74.558868
751,886297630,-109.336380,-76.162766,69.188637
752,886314297,-114.603828,-83.114281,62.754120
753,886330964,-52.927120,-89.331192,-10.861038
754,886347631,43.182957,-84.308800,-117.217949
755,886364298,40.444695,-80.589989,-123.132576
756,886380965,35.003407,-80.139488,-125.165230
757,886397632,31.307802,-81.147881,-127.625526
758,886414299,31.745111,-82.045845,-133.508682
759,886430966,35.942837,-82.681557,-142.472198
760,886447633,41.759789,-83.351944,-152.631027
761,886464300,46.935406,-84.578018,-160.881714
762,886480967,41.119980,-86.717476,-157.399231
763,886497634,0.325424,-87.677124,-118.395088
764,886514301,-25.030327,-86.573265,-94.501320
765,886530968,-39.756901,-84.972275,-80.755508
766,886547635,-49.785172,-82.717941,-70.792191
767,886564302,-52.362240,-79.609825,-67.094429
768,886580969,-52.410927,-75.388992,-65.290977
769,886597636,-53.271732,-69.694832,-62.386082
770,886614303,-53.374447,-63.475441,-59.375950
771,886630970,-52.030598,-57.281078,-56.511044
772,886647637,-49.001118,-51.963482,-54.249386
773,886664304,-45.300430,-48.073479,-51.812351
774,886680971,-41.764263,-45.793083,-48.208717
775,886697638,-38.129620,-45.595161,-43.847286
776,886714305,-34.880581,-47.508419,-38.626270
777,886730972,-32.874561,-51.599277,-32.314713
778,886747639,-34.171112,-56.633831,-22.958450
779,886764306,-42.282494,-61.307480,-6.689033
780,886780973,-58.381874,-63.588871,17.587774
781,886797640,-76.181839,-61.506443,44.006405
782,886814307,-88.390800,-55.873795,64.787346
783,886830974,-94.831779,-49.790089,78.913681
784,886847641,-98.516495,-44.807259,88.549698
785,886864308,-100.997345,-41.228294,95.067101
786,886880975,-103.203735,-39.619141,99.471733
787,886897642,-106.244537,-39.940002,102.875977
788,886914309,-110.457031,-41.957081,105.695930
789,886930976,-116.189827,-45.322643,108.064224
790,886947643,-124.292557,-49.877216,110.879639
791,886964310,-136.438553,-55.460888,115.497108
792,886980977,-154.108536,-60.906353,123.868736
793,886997644,-174.913406,-64.713005,135.021576
794,887014311,164.784851,-67.294716,145.759766
795,887030978,145.915451,-69.969582,154.954620
796,887047645,128.021591,-73.015991,164.536819
797,887064312,109.921394,-76.413933,175.993393
798,887080979,89.367409,-80.204979,-168.199875
799,887097646,57.906849,-82.976807,-139.111893
800,887114313,17.491167,-82.931396,-98.888626
801,887130980,-8.313256,-80.340508,-71.755836
802,887147647,-20.543228,-76.631592,-57.314571
803,887164314,-25.888754,-73.255318,-49.666519
804,887180981,-30.326227,-71.176842,-43.236267
805,887197648,-36.842682,-70.041359,-34.201420
806,887214315,-44.377380,-69.400932,-23.373610
807,887230982,-51.942898,-68.862244,-12.230365
808,887247649,-57.372440,-68.606697,-2.986265
809,887264316,-60.623238,-68.836891,4.634335
810,887280983,-63.290630,-68.936371,12.146822
811,887297650,-65.187630,-68.996246,18.591909
812,887314317,-65.960022,-69.277534,24.001701
813,887330984,-66.340279,-69.563972,29.215963
814,887347651,-66.228600,-69.681389,33.944649
815,887364318,-65.851982,-69.622177,38.090179
816,887380985,-65.220680,-69.470909,41.449432
817,887397652,-64.013878,-69.506844,42.882000
818,887414319,-63.137470,-69.968536,42.786961
819,887430986,-62.567356,-70.727768,41.268139
820,887447653,-62.426208,-72.183434,38.986698
821,887464320,-63.176369,-73.996765,36.960007
822,887480987,-64.757370,-75.815117,35.949375
823,887497654,-62.352116,-77.838531,31.146395
824,887514321,-60.615417,-78.882790,27.041044
825,887530988,-61.817066,-79.713654,25.784782
826,887547655,-66.704636,-80.973373,29.353794
827,887564322,-68.282791,-82.266045,29.701300
828,887580989,-74.792076,-82.737770,35.161690
829,887597656,-75.921944,-83.980179,35.961269
830,887614323,-82.105171,-84.795013,42.776257
831,887630990,-90.083382,-85.590874,52.026890
832,887647657,-101.627762,-85.745598,65.516327
833,887664324,-109.029800,-85.114410,74.861641
834,887680991,-111.137444,-85.193680,79.068840
835,887697658,-112.884743,-85.529457,83.068024
836,887714325,-112.881363,-85.907242,84.745049
837,887730992,-121.761909,-87.198654,95.515724
838,887747659,-150.426346,-88.775070,126.019516
839,887764326,141.237701,-87.407310,-162.584015
840,887780993,125.607040,-85.571548,-145.261185
841,887797660,119.782616,-84.407074,-138.082642
842,887814327,119.774689,-83.751511,-136.741943
843,887830994,125.250946,-83.430519,-140.782379
844,887847661,135.713150,-82.787491,-148.988693
845,887864328,150.937729,-82.871841,-160.640701
846,887880995,-155.809952,-85.268158,153.924210
847,887897662,-79.631493,-82.947762,87.949776
848,887914329,-46.356979,-77.117836,65.635368
849,887930996,-30.333963,-71.697433,59.731815
850,887947663,-28.868055,-72.456261,61.504494
851,887964330,-31.040594,-75.776810,65.004143
852,887980997,-32.559124,-78.097145,70.243095
853,887997664,-35.373207,-78.731468,80.088028
854,888014331,-38.071964,-79.450737,90.569740
855,888030998,-40.313614,-80.579201,101.717941
856,888047665,-41.480209,-82.226860,113.795288
857,888064332,-37.115242,-84.014313,119.968681
858,888080999,-33.302952,-85.359276,126.352631
859,888097666,-38.201031,-85.237785,139.447281
860,888114333,-39.487419,-84.224747,146.025375
861,888131000,-38.998367,-82.910416,150.165146
862,888147667,-38.190098,-81.791679,153.595551
863,888164334,-37.565979,-80.735413,157.547211
864,888181001,-37.873940,-79.731438,163.039520
865,888197668,-30.400612,-79.958939,160.391479
866,888214335,-19.182474,-80.963928,154.081161
867,888231002,-10.483779,-81.551666,150.951111
868,888247669,-4.591526,-81.770134,150.873108
869,888264336,-6.396066,-82.683807,156.878998
870,888281003,-17.631283,-83.766090,169.605438
871,888297670,-23.321356,-84.525330,176.642746
872,888314337,-17.063007,-85.528542,172.494293
873,888331004,-16.322289,-86.544868,174.157059
874,888347671,-13.000720,-87.074440,172.854279
875,888364338,-7.642446,-86.878769,170.981583
876,888381005,31.684483,-87.562088,137.171219
877,888397672,111.904137,-86.217270,63.876884
878,888414339,132.169205,-83.915695,49.966335
879,888431006,146.238495,-80.967476,42.323486
880,888447673,165.651276,-77.248878,29.862360
881,888464340,-177.911407,-72.978165,21.287294
882,888481007,-160.459000,-67.586685,17.991207
883,888497674,-144.016388,-64.307556,15.034853
884,888514341,-135.586853,-66.541328,9.416985
885,888531008,-126.193665,-68.281906,2.265768
886,888547675,-113.871513,-69.651833,-7.181140
887,888564342,-101.214874,-70.422386,-15.841155
888,888581009,-86.236641,-70.743652,-25.118183
889,888597676,-72.704071,-70.585800,-32.333916
890,888614343,-65.321884,-70.745956,-34.417999
891,888631010,-62.144417,-71.158806,-33.240997
892,888647677,-58.844875,-71.321732,-32.284912
893,888664344,-52.972019,-71.719154,-32.914799
894,888681011,-47.096352,-73.773514,-33.089596
895,888697678,-41.828495,-76.547188,-32.705780
896,888714345,-35.696236,-81.578560,-31.493944
897,888731012,-52.985172,-87.686325,-4.849435
898,888747679,-167.885956,-85.336754,123.401428
899,888764346,-154.776871,-80.855057,128.445724
900,888781013,-135.647186,-77.850822,121.518707
901,888797680,-132.426559,-78.441284,120.559326
902,888814347,-140.677139,-79.873291,131.063904
903,888831014,-153.345215,-80.773232,145.935791
904,888847681,-164.410614,-81.196831,159.334747
905,888864348,-173.869385,-81.582779,170.992157
906,888881015,-176.521484,-82.025162,175.674042
907,888897682,-164.779083,-83.580238,166.369354
908,888914349,-136.458527,-85.613007,141.243149
909,888931016,-92.644783,-85.745918,105.141518
910,888947683,-68.357918,-84.231056,96.116058
911,888964350,-56.903080,-84.705238,99.811821
912,888981017,-73.322365,-85.425522,125.607574
913,888997684,-90.378128,-85.426033,148.681854
914,889014351,-79.191666,-85.109352,140.650726
915,889031018,-72.017807,-84.442192,135.631073
916,889047685,-70.411018,-83.676468,136.612228
917,889064352,-83.128517,-83.391937,152.988037
918,889081019,-98.764130,-83.148949,172.037338
919,889097686,-119.313339,-81.666290,-164.587891
920,889114353,-136.218399,-78.512405,-144.258789
921,889131020,-144.985703,-75.442093,-132.589859
922,889147687,-147.651703,-73.728195,-128.793076
923,889164354,-141.135956,-74.317261,-130.688095
924,889181021,-133.764038,-74.894012,-130.048126
925,889197688,-125.197723,-75.144424,-129.454880
926,889214355,-118.423431,-75.519913,-127.812363
927,889231022,-113.910423,-75.200203,-123.772591
928,889247689,-114.164169,-74.099693,-115.918175
929,889264356,-115.414162,-72.972488,-108.709396
930,889281023,-116.898743,-71.917404,-101.015892
931,889297690,-118.663994,-71.094673,-93.524925
932,889314357,-121.232468,-70.290054,-86.491264
933,889331024,-124.090485,-69.343193,-80.680923
934,889347691,-126.404182,-67.854004,-76.455315
935,889364358,-127.219894,-65.978966,-74.597931
936,889381025,-129.093246,-63.932873,-71.251831
937,889397692,-130.150696,-63.731388,-67.572319
938,889414359,-130.497528,-64.003510,-63.726532
939,889431026,-134.539948,-65.160408,-55.420570
940,889447693,-136.325104,-65.396172,-48.490627
941,889464360,-135.058472,-65.916931,-44.502895
942,889481027,-134.076111,-66.409752,-41.056828
943,889497694,-131.954666,-67.288017,-39.129059
944,889514361,-128.180603,-68.413872,-38.905533
945,889531028,-125.971199,-68.778336,-37.839516
946,889547695,-128.139954,-67.944206,-29.975550
947,889564362,-128.708221,-66.492958,-22.230200
948,889581029,-124.963028,-66.550514,-19.498938
949,889597696,-122.505974,-66.826485,-17.511997
950,889614363,-117.524551,-67.949898,-20.112953
951,889631030,-109.775414,-69.854370,-24.585739
952,889647697,-103.523529,-71.579338,-24.476963
953,889664364,-99.007103,-72.491516,-18.855352
954,889681031,-97.997887,-74.091949,-8.923523
955,889697698,-102.422005,-75.122665,4.958659
956,889714365,-107.496552,-75.320717,17.617720
957,889731032,-108.673088,-75.673851,24.638884
958,889747699,-104.631737,-76.812309,26.454361
959,889764366,-94.402061,-78.021416,22.889757
960,889781033,-89.244591,-78.888962,24.945084
961,889797700,-92.596092,-79.717133,35.791901
962,889814367,-99.533287,-80.164749,50.470024
963,889831034,-110.304825,-79.537102,69.782608
964,889847701,-119.815605,-76.656204,89.515541
965,889864368,-120.967133,-74.434952,98.046646
966,889881035,-119.453522,-75.039238,99.518272
967,889897702,-114.588791,-76.279709,96.833557
968,889914369,-110.581093,-77.781425,96.211311
969,889931036,-106.722946,-79.666862,95.790054
970,889947703,-98.566368,-80.441505,91.234627
971,889964370,-87.193245,-80.478020,84.594185
972,889981037,-75.463905,-79.986237,78.075493
973,889997704,-67.370087,-80.068413,75.628059
974,890014371,-55.745575,-81.079872,71.295288
975,890031038,-44.063641,-82.168045,68.618294
976,890047705,-44.554459,-85.552475,79.088165
977,890064372,-81.766266,-88.367577,124.863808
978,890081039,-147.467331,-87.684975,-164.321823
979,890097706,-141.568405,-87.246506,-167.744797
980,890114373,-129.688156,-86.988708,-177.094727
981,890131040,-128.239548,-86.637863,-174.699799
982,890147707,-149.988190,-85.460243,-151.131195
983,890164374,-163.289993,-83.662590,-135.771698
984,890181041,-168.373032,-81.696289,-128.605881
985,890197708,-170.198242,-80.282097,-125.060043
986,890214375,-160.254379,-80.478004,-130.938690
987,890231042,-146.389481,-81.711372,-138.688431
988,890247709,-123.468842,-83.070015,-154.922455
989,890264376,-95.227837,-83.227669,-175.611664
990,890281043,-71.348053,-82.487076,168.683685
991,890297710,-48.295845,-81.462044,153.933456
992,890314377,-26.723116,-79.922295,140.876785
993,890331044,-10.303435,-76.971230,133.301682
994,890347711,0.523137,-74.195496,131.131500
995,890364378,6.023999,-72.752571,132.361603
996,890381045,9.183851,-72.152641,135.470016
997,890397712,11.376553,-72.290062,138.843384
998,890414379,12.511994,-73.525475,141.888687
999,890431046,12.920824,-75.170387,144.897156
1000,890447713,10.803311,-76.572578,150.247147
1001,890464380,6.302064,-78.274681,157.837967
1002,890481047,-1.807788,-80.110779,169.221024
1003,890497714,-11.198968,-81.705994,-177.280075
1004,890514381,-13.736637,-83.526039,-169.719131
1005,890531048,8.491383,-85.143929,173.393082
1006,890547715,47.120190,-84.858521,138.952637
1007,890564382,73.657707,-82.732719,115.494308
1008,890581049,89.047356,-80.747429,101.689293
1009,890597716,96.976257,-80.598969,94.804291
1010,890614383,105.689987,-80.269241,86.795738
1011,890631050,117.668793,-79.815750,75.272118
1012,890647717,124.069527,-79.795753,69.300751
1013,890664384,124.313705,-80.101929,68.852531
1014,890681051,120.912849,-80.323944,72.173607
1015,890697718,118.777412,-80.503883,75.259232
1016,890714385,123.754684,-80.719711,73.314888
1017,890731052,132.031631,-81.027084,69.589920
1018,890747719,143.430908,-81.599106,64.189392
1019,890764386,157.658768,-82.326729,57.280586
1020,890781053,175.851303,-82.862518,47.252758
1021,890797720,-163.814911,-82.546234,35.578762
1022,890814387,-149.244629,-82.188980,28.619194
1023,890831054,-141.877914,-82.403580,28.995178
1024,890847721,-138.024734,-83.475983,32.593357
1025,890864388,-130.430511,-85.132767,31.593054
1026,890881055,-100.890900,-87.891418,9.075412
1027,890897722,-21.652369,-88.196808,-64.297226
1028,890914389,2.590165,-87.995140,-83.677940
1029,890931056,65.159706,-87.649734,-140.984467
1030,890947723,109.533531,-85.692429,179.855530
1031,890964390,124.749893,-84.256355,169.218811
1032,890981057,124.449684,-84.277351,173.182190
1033,890997724,115.178162,-84.113007,-174.062012
1034,891014391,108.041756,-84.018799,-163.104996
1035,891031058,109.439537,-83.845917,-160.624527
1036,891047725,107.336792,-83.549126,-155.453537
1037,891064392,98.373390,-83.278656,-145.427277
1038,891081059,86.537033,-82.519478,-133.394516
1039,891097726,74.206284,-82.061722,-119.640137
1040,891114393,66.998001,-82.229790,-107.915840
1041,891131060,62.555038,-82.323662,-96.992500
1042,891147727,62.400848,-82.209274,-89.833984
1043,891164394,71.045036,-82.869141,-91.591141
1044,891181061,72.158569,-83.117157,-86.770226
1045,891197728,70.407677,-82.982086,-80.195251
1046,891214395,65.771782,-82.639130,-73.357391
1047,891231062,62.664658,-82.781296,-69.104935
1048,891247729,59.846302,-83.184624,-65.583069
1049,891264396,59.631615,-83.815147,-65.058014
1050,891281063,68.241219,-84.143623,-72.598190
1051,891297730,70.741814,-83.452789,-73.991821
1052,891314397,72.983437,-82.255600,-75.178650
1053,891331064,72.417480,-81.203644,-73.632545
1054,891347731,68.827614,-80.143364,-68.680305
1055,891364398,61.196003,-78.813080,-59.142273
1056,891381065,52.046734,-77.067749,-47.628067
1057,891397732,42.725487,-74.111137,-33.687614
1058,891414399,38.906010,-70.845825,-24.689135
1059,891431066,39.031818,-68.917351,-20.946264
1060,891447733,40.565754,-68.379036,-19.293093
1061,891464400,42.499008,-68.208031,-16.914907
1062,891481067,45.413013,-68.545891,-13.555565
1063,891497734,50.294735,-69.880615,-10.365903
1064,891514401,55.758633,-71.445953,-7.432690
1065,891531068,61.107567,-72.615364,-3.860458
1066,891547735,66.603760,-73.954857,-1.393555
1067,891564402,70.255058,-75.170853,1.259290
1068,891581069,70.392830,-76.061272,6.565225
1069,891597736,66.261604,-76.332634,15.911768
1070,891614403,58.904400,-75.748558,29.118996
1071,891631070,52.154457,-74.715286,43.093784
1072,891647737,45.584949,-72.959023,58.141228
1073,891664404,39.169983,-70.200554,73.537331
1074,891681071,34.842163,-67.244431,85.114220
1075,891697738,32.888069,-64.789795,92.258972
1076,891714405,33.177746,-62.821751,96.378021
1077,891731072,34.322128,-61.407177,98.929207
1078,891747739,36.092907,-60.986691,100.458412
1079,891764406,38.241997,-61.411476,101.946609
1080,891781073,41.422623,-62.259811,103.017220
1081,891797740,45.040596,-63.423737,103.613892
1082,891814407,47.778801,-64.566513,104.542908
1083,891831074,49.330265,-65.425591,106.400406
1084,891847741,52.114574,-65.704094,107.434387
1085,891864408,55.485939,-66.117714,108.300964
1086,891881075,57.372475,-66.627312,110.610886
1087,891897742,57.286274,-67.133827,114.016968
1088,891914409,55.874027,-67.859673,117.651810
1089,891931076,54.941563,-68.664490,120.486862
1090,891947743,54.487648,-69.133759,122.452316
1091,891964410,54.029114,-69.431274,123.768097
1092,891981077,54.387550,-69.434830,123.515587
1093,891997744,55.909691,-68.942062,121.544655
1094,892014411,55.145428,-68.591980,121.419044
1095,892031078,53.596397,-68.473373,122.056793
1096,892047745,51.999531,-68.668488,122.947136
1097,892064412,51.421211,-68.800941,123.121239
1098,892081079,50.693966,-68.630524,123.697525
1099,892097746,48.809334,-68.024246,125.710777
1100,892114413,46.637470,-67.133171,128.142120
1101,892131080,44.766083,-66.867546,129.387054
1102,892147747,45.876427,-66.996437,126.833679
1103,892164414,47.135120,-66.616943,124.800659
1104,892181081,45.520489,-66.687210,125.980736
1105,892197748,44.993492,-66.704102,126.151466
1106,892214415,44.549774,-66.669891,125.918579
1107,892231082,41.947311,-66.549690,127.925430
1108,892247749,41.854633,-65.984718,128.335327
1109,892264416,42.344254,-65.123817,127.957199
1110,892281083,43.912872,-63.822620,126.329735
1111,892297750,46.069157,-62.291714,124.265442
1112,892314417,48.108368,-60.682510,122.526848
1113,892331084,50.370327,-58.853352,120.483200
1114,892347751,52.701447,-57.498062,118.536606
1115,892364418,54.244213,-55.979683,116.910683
1116,892381085,54.539730,-54.267525,116.027596
1117,892397752,54.418182,-52.657703,115.669350
1118,892414419,54.220226,-51.368534,115.632195
1119,892431086,53.452332,-50.353325,116.166344
1120,892447753,51.408825,-49.627560,117.664330
1121,892464420,49.803127,-49.569965,118.641273
1122,892481087,48.665497,-49.641289,119.058296
1123,892497754,47.933140,-49.642361,119.227936
1124,892514421,47.349934,-49.585182,119.369209
1125,892531088,46.791473,-49.510281,119.526115
1126,892547755,46.358589,-49.531418,119.660698
1127,892564422,46.011978,-49.669033,119.769402
1128,892581089,46.077324,-49.765121,119.396774
1129,892597756,46.174145,-49.826767,119.078308
1130,892614423,46.523296,-49.732388,118.563469
1131,892631090,47.049103,-49.556114,117.928024
1132,892647757,47.175186,-49.684956,117.726837
1133,892664424,47.048325,-49.769176,117.682426
1134,892681091,46.678345,-49.603119,117.827202
1135,892697758,45.929867,-49.507179,118.394073
1136,892714425,44.752792,-49.776276,119.475716
1137,892731092,42.879700,-50.373924,121.382820
1138,892747759,39.903713,-50.999840,124.545151
1139,892764426,36.887863,-51.129360,128.322708
1140,892781093,34.770981,-50.445911,131.407791
1141,892797760,32.736969,-49.584522,134.614044
1142,892814427,31.541975,-49.448277,137.229004
