sep=,
DeviceTag:,Xsens DOT
FirmwareVersion:,2.1.0
AppVersion:,2022.0.0
StartTime: ,2022-08-15_19:21:33_000 EDT
© Xsens Technologies B. V. 2005-2022

PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z
0,808842795,142.97587585449219,-24.88182830810547,58.45237731933594,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000
1,808851128,152.32609558105469,-27.09476470947266,53.75826263427734,3.12186050415039,-1.25667285919189,-1.45040655136108,282.43502807617188,-129.74658203125000,75.47483825683594
2,808859461,155.40184020996094,-26.46257019042969,52.39484786987305,0.83458626270294,-0.36337995529175,-1.37818813323975,294.77838134765625,-131.79470825195312,95.84045410156250
3,808867794,162.18994140625000,-27.62418556213379,48.88070678710938,-2.38729691505432,1.30078339576721,-1.43842959403992,311.69537353515625,-143.89254760742188,122.14943695068359
4,808876127,165.68975830078125,-26.71545410156250,47.17055511474609,-4.80680370330811,3.44887995719910,-1.19033694267273,325.73669433593750,-154.67362976074219,143.42607116699219
5,808884460,169.15686035156250,-25.80612564086914,45.42773056030273,-6.34918594360352,5.48570585250854,-0.84540879726410,323.12738037109375,-146.71516418457031,157.51673889160156
6,808892793,172.81430053710938,-23.61352539062500,43.17723083496094,-9.54461956024170,9.21725940704346,-0.95878297090530,292.77868652343750,-136.91152954101562,166.08734130859375
7,808901126,175.49951171875000,-22.48559951782227,41.52696990966797,-12.04990291595459,10.95717239379883,-1.62329185009003,244.25543212890625,-152.56655883789062,165.68568420410156
8,808909459,175.04454040527344,-17.96751976013184,40.88538742065430,-11.33193683624268,9.55511569976807,-2.18719959259033,205.90478515625000,-169.38960266113281,152.73431396484375
9,808917792,172.92201232910156,-12.05027294158936,40.55908966064453,-10.53604602813721,5.64452743530273,-3.03645110130310,196.79829406738281,-154.55445861816406,135.01129150390625
